iter	MultiClass
211	0.01299270538
212	0.01299217728
213	0.01299167099
214	0.0129912538
215	0.01299068469
216	0.01299006484
217	0.01298951707
218	0.01298901506
219	0.01298841776
220	0.01298792879
221	0.0129876031
222	0.01298702396
223	0.01298649995
224	0.01298603751
225	0.01298558085
226	0.01298502771
227	0.01298445357
228	0.01298393496
229	0.01298350955
230	0.01298296974
231	0.01298244642
232	0.01298203659
233	0.01298172252
234	0.01298120492
235	0.01298070448
236	0.01298017087
237	0.01297967295
238	0.01297919088
239	0.01297870565
240	0.01297827975
241	0.0129777883
242	0.01297732842
243	0.01297687412
244	0.01297642528
245	0.01297607298
246	0.01297563252
247	0.01297523759
248	0.01297479733
249	0.01297437117
250	0.01297394997
251	0.01297356348
252	0.01297315101
253	0.01297274324
254	0.01297248678
255	0.0129722331
256	0.01297186357
257	0.01297146866
258	0.01297115576
259	0.01297075923
260	0.01297037587
261	0.01296999672
262	0.0129696968
263	0.01296932466
264	0.01296898321
265	0.01296861184
266	0.01296827714
267	0.0129679193
268	0.01296758953
269	0.01296724405
270	0.01296689616
271	0.01296655191
272	0.01296623954
273	0.01296594588
274	0.01296566298
275	0.01296532267
276	0.012964987
277	0.01296465361
278	0.01296434542
279	0.01296407149
280	0.01296373381
281	0.01296348263
282	0.0129631926
283	0.01296293747
284	0.01296267167
285	0.01296242905
286	0.01296217212
287	0.01296185567
288	0.01296149699
289	0.01296118324
290	0.01296094308
291	0.01296065354
292	0.0129604176
293	0.0129601329
294	0.01295987363
295	0.01295959383
296	0.01295935333
297	0.01295912011
298	0.01295883831
299	0.01295858505
300	0.01295829842
301	0.01295802515
302	0.0129577541
303	0.01295750053
304	0.01295723571
305	0.01295699512
306	0.0129567353
307	0.01295648205
308	0.01295623105
309	0.01295598227
310	0.01295575423
311	0.01295550949
312	0.01295526687
313	0.01295502635
314	0.01295483383
315	0.01295458961
316	0.01295444667
317	0.01295425257
318	0.0129540496
319	0.01295383268
320	0.01295360336
321	0.01295339253
322	0.01295318042
323	0.0129529681
324	0.01295274555
325	0.01295252483
326	0.01295233262
327	0.01295211525
328	0.01295189963
329	0.01295163388
330	0.01295142171
331	0.01295121348
332	0.01295104503
333	0.01295085769
334	0.01295069171
335	0.01295048629
336	0.01295024969
337	0.01295004775
338	0.01294981351
339	0.01294960813
340	0.01294940459
341	0.01294924759
342	0.01294908597
343	0.01294889217
344	0.012948727
345	0.01294853582
346	0.01294838395
347	0.01294819525
348	0.01294800802
349	0.01294782222
350	0.01294763783
351	0.01294744178
352	0.01294726999
353	0.01294711193
354	0.01294694243
355	0.01294679467
356	0.01294661744
357	0.01294643593
358	0.01294626124
359	0.01294609686
360	0.01294595246
361	0.01294578098
362	0.01294561073
363	0.01294545725
364	0.01294531779
365	0.01294515045
366	0.01294498431
367	0.01294480679
368	0.01294466992
369	0.01294452927
370	0.01294437291
371	0.01294418572
372	0.01294402041
373	0.0129438617
374	0.01294371345
375	0.01294354477
376	0.01294337261
377	0.01294321814
378	0.0129430724
379	0.01294291989
380	0.01294275241
381	0.01294260195
382	0.01294245251
383	0.01294231638
384	0.01294216474
385	0.01294202507
386	0.01294187616
387	0.0129417845
388	0.01294162584
389	0.01294150107
390	0.012941382
391	0.01294123966
392	0.01294109827
393	0.01294095782
394	0.0129408174
395	0.01294067359
396	0.01294052215
397	0.01294038521
398	0.01294024916
399	0.01294013241
400	0.01294001636
401	0.01293988263
402	0.01293975398
403	0.01293962186
404	0.01293951218
405	0.01293938154
406	0.01293925172
407	0.01293914396
408	0.01293906259
409	0.0129389418
410	0.012938816
411	0.01293866862
412	0.0129385483
413	0.01293842324
414	0.01293830601
415	0.0129381931
416	0.01293807375
417	0.01293796817
418	0.01293784638
419	0.01293772533
420	0.01293762399
421	0.01293747562
422	0.01293735186
423	0.01293724056
424	0.01293714169
425	0.01293700471
426	0.01293691001
427	0.01293672928
428	0.01293661917
429	0.01293650911
430	0.01293640025
431	0.01293630573
432	0.01293619617
433	0.01293608402
434	0.01293596833
435	0.0129358784
436	0.01293576799
437	0.01293569808
438	0.01293559337
439	0.01293552819
440	0.01293540796
441	0.01293531469
442	0.01293521334
443	0.01293511103
444	0.0129350078
445	0.01293491548
446	0.01293482762
447	0.01293472247
448	0.0129346181
449	0.01293451433
450	0.01293444897
451	0.01293434903
452	0.01293426013
453	0.01293416116
454	0.01293404069
455	0.01293395896
456	0.01293384513
457	0.01293374523
458	0.01293363564
459	0.01293353295
460	0.0129334229
461	0.01293332516
462	0.01293323418
463	0.01293314107
464	0.01293301491
465	0.01293291917
466	0.01293278105
467	0.01293268043
468	0.01293259001
469	0.01293249629
470	0.01293240571
471	0.01293231293
472	0.01293222065
473	0.01293213146
474	0.01293203692
475	0.01293193824
476	0.01293185942
477	0.0129317863
478	0.01293169659
479	0.01293160736
480	0.0129315307
481	0.01293144554
482	0.01293136856
483	0.01293128096
484	0.0129312057
485	0.01293113331
486	0.0129310437
487	0.01293095768
488	0.01293086916
489	0.01293079556
490	0.01293072231
491	0.01293063508
492	0.01293054374
493	0.0129304601
494	0.012930379
495	0.01293028244
496	0.01293019114
497	0.01293011186
498	0.01293002758
499	0.01292996229
500	0.01292987009
501	0.0129297895
502	0.01292970931
503	0.0129296337
504	0.01292956506
505	0.01292948586
506	0.01292940912
507	0.01292932697
508	0.0129292489
509	0.01292919887
510	0.0129291235
511	0.01292904635
512	0.01292898478
513	0.01292890822
514	0.01292884133
515	0.01292876544
516	0.01292870175
517	0.01292863054
518	0.01292855975
519	0.01292847845
520	0.01292835036
521	0.01292828132
522	0.01292819357
523	0.01292812037
524	0.01292804406
525	0.01292797156
526	0.0129278994
527	0.01292780829
528	0.0129277385
529	0.01292766946
530	0.01292759858
531	0.01292752469
532	0.01292745613
533	0.01292736877
534	0.01292732405
535	0.01292725468
536	0.01292718562
537	0.01292712635
538	0.01292705787
539	0.01292700067
540	0.01292694372
541	0.01292685956
542	0.01292678462
543	0.0129267175
544	0.01292665069
545	0.01292657678
546	0.01292652074
547	0.01292645474
548	0.01292638903
549	0.01292632891
550	0.01292626723
551	0.01292619644
552	0.01292612599
553	0.01292604141
554	0.01292597738
555	0.01292590646
556	0.012925843
557	0.01292579094
558	0.01292573812
559	0.01292567279
560	0.01292561031
561	0.01292554811
562	0.01292549615
563	0.01292543442
564	0.01292537296
565	0.01292531177
566	0.01292526064
567	0.01292519991
568	0.01292513943
569	0.01292507921
570	0.01292501924
571	0.01292495952
572	0.01292489683
573	0.01292484629
574	0.01292478945
575	0.01292473187
576	0.01292467321
577	0.01292461924
578	0.01292456992
579	0.01292448129
580	0.01292442492
581	0.01292436445
582	0.0129243058
583	0.01292425189
584	0.01292418542
585	0.01292412866
586	0.01292406996
587	0.01292401503
588	0.01292395898
589	0.01292390317
590	0.01292384768
591	0.01292378153
592	0.01292372635
593	0.01292368018
594	0.01292361638
595	0.01292356189
596	0.01292350886
597	0.0129234548
598	0.01292340954
599	0.01292335587
600	0.01292331097
601	0.01292326589
602	0.0129232106
603	0.01292316469
604	0.0129231093
605	0.01292305677
606	0.01292300445
607	0.01292296064
608	0.0129229061
609	0.0129228634
610	0.01292281802
611	0.01292277482
612	0.0129227303
613	0.01292268538
614	0.01292263445
615	0.01292257735
616	0.01292253351
617	0.01292248061
618	0.01292243043
619	0.01292237336
620	0.01292232109
621	0.01292227253
622	0.01292222256
623	0.01292217328
624	0.01292212827
625	0.01292208784
626	0.01292204551
627	0.01292200333
628	0.01292195483
629	0.01292190651
630	0.01292185838
631	0.01292181876
632	0.01292177095
633	0.01292173083
634	0.01292168333
635	0.01292164228
636	0.01292158732
637	0.01292154035
638	0.01292149901
639	0.01292145972
640	0.01292141406
641	0.0129213837
642	0.012921335
643	0.01292128887
644	0.01292125884
645	0.01292121351
646	0.01292117331
647	0.01292111909
648	0.01292107794
649	0.01292103352
650	0.01292097318
651	0.01292092261
652	0.01292087785
653	0.01292083325
654	0.01292078699
655	0.01292074271
656	0.01292069912
657	0.01292064962
658	0.01292060406
659	0.01292056569
660	0.01292052216
661	0.01292047933
662	0.01292043807
663	0.01292039329
664	0.01292035033
665	0.01292030825
666	0.01292026558
667	0.01292022379
668	0.01292018142
669	0.01292013971
670	0.01292009953
671	0.01292005757
672	0.0129200167
673	0.01291997498
674	0.01291993341
675	0.0129199062
676	0.01291986896
677	0.01291982772
678	0.01291978663
679	0.0129197462
680	0.01291970538
681	0.01291966471
682	0.0129196305
683	0.01291958841
684	0.01291955467
685	0.01291951443
686	0.01291947483
687	0.01291943487
688	0.01291939685
689	0.01291936246
690	0.01291929135
691	0.01291925098
692	0.01291921786
693	0.01291917927
694	0.01291914082
695	0.01291909585
696	0.01291906372
697	0.01291903111
698	0.01291900585
699	0.01291896795
700	0.01291892956
701	0.0129188913
702	0.01291885265
703	0.01291881258
704	0.01291877468
705	0.01291874284
706	0.0129187117
707	0.01291867412
708	0.01291863666
709	0.0129186052
710	0.01291856274
711	0.01291852563
712	0.01291849357
713	0.01291846249
714	0.01291843197
715	0.01291838919
716	0.01291835263
717	0.01291831619
718	0.01291828513
719	0.01291825371
720	0.01291822238
721	0.01291818635
722	0.01291816089
723	0.01291812504
724	0.01291808931
725	0.01291805695
726	0.01291801794
727	0.01291798254
728	0.01291794881
729	0.012917914
730	0.01291787702
731	0.01291784673
732	0.0129178123
733	0.01291778939
734	0.01291776799
735	0.01291773333
736	0.01291769878
737	0.01291766969
738	0.01291763376
739	0.01291760361
740	0.01291756945
741	0.01291753354
742	0.01291750486
743	0.0129174654
744	0.01291743372
745	0.01291738951
746	0.01291735416
747	0.01291732072
748	0.0129172878
749	0.0129172528
750	0.01291721966
751	0.01291718806
752	0.01291715338
753	0.01291712404
754	0.01291709564
755	0.01291706803
756	0.01291703471
757	0.01291699897
758	0.01291697132
759	0.01291693898
760	0.01291690506
761	0.01291687221
762	0.01291684492
763	0.01291681789
764	0.01291678423
765	0.01291675081
766	0.01291671751
767	0.01291669081
768	0.01291666344
769	0.01291663734
770	0.01291661011
771	0.01291658017
772	0.01291654299
773	0.01291651185
774	0.01291648082
775	0.01291644518
776	0.01291641433
777	0.01291637902
778	0.01291635357
779	0.01291632298
780	0.01291629595
781	0.01291626592
782	0.01291623689
783	0.01291621576
784	0.01291617239
785	0.01291613655
786	0.0129161105
787	0.01291608053
788	0.01291604918
789	0.0129160194
790	0.0129159897
791	0.01291596366
792	0.01291593117
793	0.01291590304
794	0.01291587241
795	0.01291584667
796	0.01291582135
797	0.01291579076
798	0.01291576028
799	0.0129157299
800	0.01291569343
801	0.01291566328
802	0.01291563498
803	0.01291560676
804	0.01291556821
805	0.01291554034
806	0.01291551062
807	0.01291548234
808	0.01291545281
809	0.01291542349
810	0.01291539915
811	0.01291536737
812	0.01291534417
813	0.01291531634
814	0.01291528728
815	0.0129152598
816	0.01291523586
817	0.01291520832
818	0.01291518086
819	0.01291515384
820	0.0129151269
821	0.01291510004
822	0.01291507287
823	0.01291503619
824	0.01291500957
825	0.01291497992
826	0.01291495419
827	0.01291492618
828	0.01291490004
829	0.01291487213
830	0.01291483858
831	0.01291481246
832	0.01291479054
833	0.01291476372
834	0.01291472597
835	0.01291470318
836	0.01291467434
837	0.01291464431
838	0.01291462272
839	0.01291460018
840	0.01291457424
841	0.01291455067
842	0.01291452407
843	0.01291448948
844	0.01291446382
845	0.01291443693
846	0.01291441015
847	0.01291438468
848	0.01291435828
849	0.01291433732
850	0.0129143154
851	0.01291429058
852	0.01291425934
853	0.01291423427
854	0.01291420966
855	0.01291418472
856	0.01291416818
857	0.01291414715
858	0.01291412237
859	0.01291410177
860	0.01291407637
861	0.01291405604
862	0.01291403036
863	0.01291400584
864	0.01291398747
865	0.01291396308
866	0.01291393875
867	0.01291391448
868	0.01291388929
869	0.01291386835
870	0.0129138453
871	0.01291382017
872	0.01291379621
873	0.01291377396
874	0.0129137501
875	0.01291372631
876	0.01291370573
877	0.01291368206
878	0.01291366158
879	0.01291363803
880	0.01291361765
881	0.01291359578
882	0.01291357638
883	0.01291355209
884	0.01291352879
885	0.01291350182
886	0.01291347865
887	0.01291345555
888	0.01291343555
889	0.01291341561
890	0.01291339173
891	0.01291336884
892	0.0129133488
893	0.01291332602
894	0.01291330012
895	0.01291327381
896	0.01291325217
897	0.01291322963
898	0.01291320419
899	0.01291318071
900	0.01291315731
901	0.01291313838
902	0.01291311509
903	0.01291309288
904	0.01291307073
905	0.01291304762
906	0.01291302558
907	0.01291300134
908	0.01291297842
909	0.01291296026
910	0.01291293869
911	0.01291291692
912	0.01291289805
913	0.0129128754
914	0.01291285378
915	0.01291283221
916	0.01291280295
917	0.01291278237
918	0.01291275364
919	0.0129127323
920	0.01291271462
921	0.01291269425
922	0.01291266999
923	0.01291265074
924	0.01291263115
925	0.01291261009
926	0.01291259266
927	0.01291256834
928	0.01291253977
929	0.01291251893
930	0.01291249599
931	0.01291247749
932	0.01291246032
933	0.01291243966
934	0.01291241905
935	0.01291239553
936	0.0129123718
937	0.01291235135
938	0.01291233115
939	0.01291231079
940	0.01291229131
941	0.01291227126
942	0.01291225105
943	0.01291222995
944	0.01291220982
945	0.01291218975
946	0.01291217054
947	0.01291215139
948	0.01291213622
949	0.01291211432
950	0.01291209444
951	0.01291207757
952	0.01291206512
953	0.01291204868
954	0.01291202895
955	0.01291200927
956	0.01291199012
957	0.01291197052
958	0.0129119539
959	0.01291193644
960	0.01291191696
961	0.01291189772
962	0.01291187833
963	0.01291185899
964	0.01291183878
965	0.01291182205
966	0.01291180609
967	0.01291178771
968	0.01291176657
969	0.01291174766
970	0.01291173183
971	0.01291171531
972	0.01291169633
973	0.01291167819
974	0.0129116593
975	0.01291163416
976	0.01291161607
977	0.01291159748
978	0.01291157894
979	0.01291156025
980	0.01291154697
981	0.01291153058
982	0.012911512
983	0.01291147751
984	0.01291145396
985	0.01291143554
986	0.01291141716
987	0.01291139377
988	0.01291137549
989	0.01291135833
990	0.01291134604
991	0.01291132786
992	0.01291130989
993	0.01291128917
994	0.01291127187
995	0.01291125816
996	0.01291124018
997	0.01291122289
998	0.01291120496
999	0.01291118725
